ServiceStationNo,ObservationNo,PriceDate,PriceTime
206,3709,2023-02-07,13:20
435,3710,2023-02-07,13:20
1275,3711,2023-02-07,13:20
1281,3712,2023-02-07,13:20
1287,3713,2023-02-07,13:20
1423,3714,2023-02-07,13:20
1026,3715,2023-02-07,13:20
1000,3716,2023-02-07,13:20
1067,3717,2023-02-07,13:20
1284,3718,2023-02-07,13:20
1424,3719,2023-02-07,13:20
1174,3720,2023-02-07,13:20
862,3721,2023-02-07,13:26
876,3722,2023-02-07,13:27
177,3723,2023-02-07,13:27
1268,3724,2023-02-07,13:28
630,3725,2023-02-07,13:29
220,3726,2023-02-07,13:33
178,3727,2023-02-07,13:33
179,3728,2023-02-07,13:33
1171,3729,2023-02-07,13:34
1425,3730,2023-02-07,13:34
1136,3731,2023-02-07,13:35
1218,3732,2023-02-07,13:35
1280,3733,2023-02-07,13:36
389,3734,2023-02-07,13:36
652,3735,2023-02-07,13:36
390,3736,2023-02-07,13:36
858,3737,2023-02-07,13:36
1426,3738,2023-02-07,13:36
878,3739,2023-02-07,13:40
759,3740,2023-02-07,13:43
1427,3741,2023-02-07,13:43
1428,3742,2023-02-07,13:43
609,3743,2023-02-07,13:43
554,3744,2023-02-07,13:43
1385,3745,2023-02-07,13:45
365,3746,2023-02-07,13:45
516,3747,2023-02-07,13:45
366,3748,2023-02-07,13:45
367,3749,2023-02-07,13:45
1419,3750,2023-02-07,13:45
902,3751,2023-02-07,13:45
1429,3752,2023-02-07,13:47
1430,3753,2023-02-07,13:48
467,3754,2023-02-07,13:48
738,3755,2023-02-07,13:48
1431,3756,2023-02-07,13:48
475,3757,2023-02-07,13:50
141,3758,2023-02-07,13:50
368,3759,2023-02-07,13:50
1432,3760,2023-02-07,13:50
54,3761,2023-02-07,13:52
108,3762,2023-02-07,13:53
1433,3763,2023-02-07,13:54
1433,3764,2023-02-07,13:54
1316,3765,2023-02-07,13:54
1163,3766,2023-02-07,13:56
1136,3767,2023-02-07,13:56
1136,3768,2023-02-07,13:57
1338,3769,2023-02-07,13:57
394,3770,2023-02-07,13:58
1434,3771,2023-02-07,13:59
1435,3772,2023-02-07,14:00
32,3773,2023-02-07,14:02
900,3774,2023-02-07,14:04
900,3775,2023-02-07,14:04
1436,3776,2023-02-07,14:11
31,3777,2023-02-07,14:13
331,3778,2023-02-07,14:15
1437,3779,2023-02-07,14:15
432,3780,2023-02-07,14:17
905,3781,2023-02-07,14:21
307,3782,2023-02-07,14:22
237,3783,2023-02-07,14:26
93,3784,2023-02-07,14:26
93,3785,2023-02-07,14:26
175,3786,2023-02-07,14:27
1118,3787,2023-02-07,14:30
236,3788,2023-02-07,14:30
1438,3789,2023-02-07,14:30
724,3790,2023-02-07,14:32
1369,3791,2023-02-07,14:32
1369,3792,2023-02-07,14:32
750,3793,2023-02-07,14:32
1439,3794,2023-02-07,14:32
473,3795,2023-02-07,14:32
1440,3796,2023-02-07,14:32
1440,3797,2023-02-07,14:32
1440,3798,2023-02-07,14:32
101,3799,2023-02-07,14:32
415,3800,2023-02-07,14:33
101,3801,2023-02-07,14:34
777,3802,2023-02-07,14:35
1398,3803,2023-02-07,14:36
1441,3804,2023-02-07,14:37
1394,3805,2023-02-07,14:37
1442,3806,2023-02-07,14:38
1442,3807,2023-02-07,14:40
788,3808,2023-02-07,14:42
774,3809,2023-02-07,14:43
385,3810,2023-02-07,14:43
384,3811,2023-02-07,14:43
387,3812,2023-02-07,14:43
917,3813,2023-02-07,14:43
918,3814,2023-02-07,14:43
696,3815,2023-02-07,14:44
1037,3816,2023-02-07,14:48
398,3817,2023-02-07,14:48
398,3818,2023-02-07,14:48
473,3819,2023-02-07,14:48
635,3820,2023-02-07,14:48
1443,3821,2023-02-07,14:48
889,3822,2023-02-07,14:48
1444,3823,2023-02-07,14:48
835,3824,2023-02-07,14:48
1445,3825,2023-02-07,14:50
1292,3826,2023-02-07,14:50
287,3827,2023-02-07,14:50
619,3828,2023-02-07,14:50
84,3829,2023-02-07,14:50
1138,3830,2023-02-07,14:50
1276,3831,2023-02-07,14:50
1446,3832,2023-02-07,14:50
1426,3833,2023-02-07,14:50
858,3834,2023-02-07,14:50
435,3835,2023-02-07,14:50
623,3836,2023-02-07,14:50
1275,3837,2023-02-07,14:50
200,3838,2023-02-07,14:50
1447,3839,2023-02-07,14:50
291,3840,2023-02-07,14:50
359,3841,2023-02-07,14:50
1448,3842,2023-02-07,14:50
72,3843,2023-02-07,14:50
436,3844,2023-02-07,14:50
614,3845,2023-02-07,14:50
141,3846,2023-02-07,14:50
813,3847,2023-02-07,14:50
1449,3848,2023-02-07,14:50
390,3849,2023-02-07,14:50
400,3850,2023-02-07,14:50
1173,3851,2023-02-07,14:50
1450,3852,2023-02-07,14:50
1451,3853,2023-02-07,14:50
388,3854,2023-02-07,14:50
1452,3855,2023-02-07,14:50
362,3856,2023-02-07,14:50
1453,3857,2023-02-07,14:50
740,3858,2023-02-07,14:50
1000,3859,2023-02-07,14:50
1454,3860,2023-02-07,14:50
1122,3861,2023-02-07,14:50
1455,3862,2023-02-07,14:50
1125,3863,2023-02-07,14:50
1456,3864,2023-02-07,14:50
1457,3865,2023-02-07,14:50
411,3866,2023-02-07,14:50
1458,3867,2023-02-07,14:50
1398,3868,2023-02-07,14:50
438,3869,2023-02-07,14:50
1283,3870,2023-02-07,14:50
1404,3871,2023-02-07,14:50
1459,3872,2023-02-07,14:50
1460,3873,2023-02-07,14:50
188,3874,2023-02-07,14:52
1461,3875,2023-02-07,14:53
1224,3876,2023-02-07,14:56
1252,3877,2023-02-07,14:57
1462,3878,2023-02-07,14:57
176,3879,2023-02-07,14:57
526,3880,2023-02-07,14:58
147,3881,2023-02-07,15:04
1110,3882,2023-02-07,15:04
280,3883,2023-02-07,15:04
724,3884,2023-02-07,15:04
1463,3885,2023-02-07,15:04
1464,3886,2023-02-07,15:04
746,3887,2023-02-07,15:04
447,3888,2023-02-07,15:04
520,3889,2023-02-07,15:04
1366,3890,2023-02-07,15:04
1465,3891,2023-02-07,15:04
521,3892,2023-02-07,15:04
1466,3893,2023-02-07,15:04
1368,3894,2023-02-07,15:04
1178,3895,2023-02-07,15:04
512,3896,2023-02-07,15:04
1373,3897,2023-02-07,15:04
1108,3898,2023-02-07,15:04
954,3899,2023-02-07,15:04
749,3900,2023-02-07,15:04
728,3901,2023-02-07,15:04
1467,3902,2023-02-07,15:04
730,3903,2023-02-07,15:04
513,3904,2023-02-07,15:04
793,3905,2023-02-07,15:04
465,3906,2023-02-07,15:04
450,3907,2023-02-07,15:04
1468,3908,2023-02-07,15:04
1469,3909,2023-02-07,15:04
472,3910,2023-02-07,15:04
1470,3911,2023-02-07,15:04
1043,3912,2023-02-07,15:04
1371,3913,2023-02-07,15:04
1471,3914,2023-02-07,15:04
451,3915,2023-02-07,15:04
737,3916,2023-02-07,15:04
1472,3917,2023-02-07,15:04
473,3918,2023-02-07,15:04
342,3919,2023-02-07,15:04
988,3920,2023-02-07,15:04
1473,3921,2023-02-07,15:04
757,3922,2023-02-07,15:04
989,3923,2023-02-07,15:04
452,3924,2023-02-07,15:04
739,3925,2023-02-07,15:04
138,3926,2023-02-07,15:04
1474,3927,2023-02-07,15:04
391,3928,2023-02-07,15:04
1475,3929,2023-02-07,15:04
410,3930,2023-02-07,15:04
832,3931,2023-02-07,15:04
1476,3932,2023-02-07,15:04
1477,3933,2023-02-07,15:04
1275,3934,2023-02-07,15:04
854,3935,2023-02-07,15:04
1478,3936,2023-02-07,15:04
933,3937,2023-02-07,15:05
1479,3938,2023-02-07,15:06
211,3939,2023-02-07,15:06
668,3940,2023-02-07,15:06
627,3941,2023-02-07,15:06
181,3942,2023-02-07,15:07
422,3943,2023-02-07,15:11
799,3944,2023-02-07,15:13
1381,3945,2023-02-07,15:13
962,3946,2023-02-07,15:15
1480,3947,2023-02-07,15:15
1419,3948,2023-02-07,15:15
1481,3949,2023-02-07,15:15
1361,3950,2023-02-07,15:18
941,3951,2023-02-07,15:18
462,3952,2023-02-07,15:18
522,3953,2023-02-07,15:18
780,3954,2023-02-07,15:18
1482,3955,2023-02-07,15:18
1318,3956,2023-02-07,15:18
1197,3957,2023-02-07,15:18
527,3958,2023-02-07,15:18
1483,3959,2023-02-07,15:18
1484,3960,2023-02-07,15:18
1485,3961,2023-02-07,15:18
818,3962,2023-02-07,15:18
1037,3963,2023-02-07,15:18
398,3964,2023-02-07,15:18
343,3965,2023-02-07,15:18
1486,3966,2023-02-07,15:18
307,3967,2023-02-07,15:19
837,3968,2023-02-07,15:20
475,3969,2023-02-07,15:20
1487,3970,2023-02-07,15:20
1488,3971,2023-02-07,15:20
1489,3972,2023-02-07,15:23
21,3973,2023-02-07,15:24
1255,3974,2023-02-07,15:28
248,3975,2023-02-07,15:30
1490,3976,2023-02-07,15:31
1491,3977,2023-02-07,15:32
398,3978,2023-02-07,15:32
558,3979,2023-02-07,15:34
388,3980,2023-02-07,15:34
106,3981,2023-02-07,15:34
1492,3982,2023-02-07,15:34
1493,3983,2023-02-07,15:36
443,3984,2023-02-07,15:36
767,3985,2023-02-07,15:38
405,3986,2023-02-07,15:38
1494,3987,2023-02-07,15:38
1495,3988,2023-02-07,15:38
1496,3989,2023-02-07,15:39
887,3990,2023-02-07,15:40
224,3991,2023-02-07,15:40
1141,3992,2023-02-07,15:40
1497,3993,2023-02-07,15:40
1143,3994,2023-02-07,15:40
1498,3995,2023-02-07,15:40
1499,3996,2023-02-07,15:41
1142,3997,2023-02-07,15:42
90,3998,2023-02-07,15:42
549,3999,2023-02-07,15:42
1500,4000,2023-02-07,15:45
1385,4001,2023-02-07,15:45
365,4002,2023-02-07,15:45
516,4003,2023-02-07,15:45
366,4004,2023-02-07,15:45
1501,4005,2023-02-07,15:48
1502,4006,2023-02-07,15:50
1233,4007,2023-02-07,15:52
1503,4008,2023-02-07,15:55
870,4009,2023-02-07,15:56
286,4010,2023-02-07,15:59
485,4011,2023-02-07,16:04
299,4012,2023-02-07,16:04
308,4013,2023-02-07,16:04
1488,4014,2023-02-07,16:05
1504,4015,2023-02-07,16:06
1505,4016,2023-02-07,16:06
1505,4017,2023-02-07,16:06
1505,4018,2023-02-07,16:07
1504,4019,2023-02-07,16:13
485,4020,2023-02-07,16:18
492,4021,2023-02-07,16:18
120,4022,2023-02-07,16:19
169,4023,2023-02-07,16:20
1506,4024,2023-02-07,16:21
420,4025,2023-02-07,16:22
1148,4026,2023-02-07,16:26
1507,4027,2023-02-07,16:30
1508,4028,2023-02-07,16:30
1113,4029,2023-02-07,16:33
413,4030,2023-02-07,16:34
367,4031,2023-02-07,16:35
1331,4032,2023-02-07,16:41
1332,4033,2023-02-07,16:41
280,4034,2023-02-07,16:48
1361,4035,2023-02-07,16:48
900,4036,2023-02-07,16:48
1509,4037,2023-02-07,16:48
473,4038,2023-02-07,16:48
828,4039,2023-02-07,16:48
31,4040,2023-02-07,16:48
1510,4041,2023-02-07,16:50
1334,4042,2023-02-07,16:51
517,4043,2023-02-07,16:54
1511,4044,2023-02-07,16:57
543,4045,2023-02-07,16:59
544,4046,2023-02-07,16:59
542,4047,2023-02-07,17:00
422,4048,2023-02-07,17:01
829,4049,2023-02-07,17:02
565,4050,2023-02-07,17:04
724,4051,2023-02-07,17:04
1512,4052,2023-02-07,17:04
1512,4053,2023-02-07,17:04
675,4054,2023-02-07,17:04
528,4055,2023-02-07,17:04
1031,4056,2023-02-07,17:04
529,4057,2023-02-07,17:04
398,4058,2023-02-07,17:04
398,4059,2023-02-07,17:04
282,4060,2023-02-07,17:20
283,4061,2023-02-07,17:24
12,4062,2023-02-07,17:33
982,4063,2023-02-07,17:35
1246,4064,2023-02-07,17:42
36,4065,2023-02-07,17:47
183,4066,2023-02-07,17:53
23,4067,2023-02-07,17:54
1513,4068,2023-02-07,17:56
982,4069,2023-02-07,17:56
787,4070,2023-02-07,17:58
166,4071,2023-02-07,18:00
167,4072,2023-02-07,18:00
15,4073,2023-02-07,18:03
9,4074,2023-02-07,18:07
675,4075,2023-02-07,18:18
14,4076,2023-02-07,18:18
31,4077,2023-02-07,18:19
13,4078,2023-02-07,18:22
555,4079,2023-02-07,18:31
1514,4080,2023-02-07,18:33
1515,4081,2023-02-07,18:34
1264,4082,2023-02-07,18:35
773,4083,2023-02-07,18:35
311,4084,2023-02-07,18:36
1170,4085,2023-02-07,18:37
454,4086,2023-02-07,18:41
569,4087,2023-02-07,18:43
1080,4088,2023-02-07,18:46
1516,4089,2023-02-07,18:50
919,4090,2023-02-07,18:50
824,4091,2023-02-07,18:55
62,4092,2023-02-07,18:57
18,4093,2023-02-07,19:02
282,4094,2023-02-07,19:02
1264,4095,2023-02-07,19:04
310,4096,2023-02-07,19:13
2,4097,2023-02-07,19:14
1517,4098,2023-02-07,19:15
1089,4099,2023-02-07,19:16
56,4100,2023-02-07,19:18
1055,4101,2023-02-07,19:19
1055,4102,2023-02-07,19:19
1,4103,2023-02-07,19:23
357,4104,2023-02-07,19:27
1518,4105,2023-02-07,19:27
1518,4106,2023-02-07,19:30
1519,4107,2023-02-07,19:34
1279,4108,2023-02-07,19:40
55,4109,2023-02-07,19:40
663,4110,2023-02-07,19:44
575,4111,2023-02-07,19:58
1099,4112,2023-02-07,20:10
11,4113,2023-02-07,20:13
108,4114,2023-02-07,20:23
859,4115,2023-02-07,20:33
1520,4116,2023-02-07,20:37
1240,4117,2023-02-07,20:48
583,4118,2023-02-07,20:52
574,4119,2023-02-07,20:57
428,4120,2023-02-07,20:58
1521,4121,2023-02-07,20:59
340,4122,2023-02-07,21:00
27,4123,2023-02-07,21:01
581,4124,2023-02-07,21:04
646,4125,2023-02-07,21:10
1240,4126,2023-02-07,21:11
543,4127,2023-02-07,21:21
544,4128,2023-02-07,21:34
576,4129,2023-02-07,21:41
229,4130,2023-02-07,21:42
1264,4131,2023-02-07,21:44
10,4132,2023-02-07,21:44
1070,4133,2023-02-07,21:48
865,4134,2023-02-07,21:50
1246,4135,2023-02-07,21:54
542,4136,2023-02-07,22:05
569,4137,2023-02-07,22:07
408,4138,2023-02-07,22:12
1522,4139,2023-02-07,22:34
30,4140,2023-02-07,22:35
554,4141,2023-02-07,22:38
281,4142,2023-02-07,22:39
869,4143,2023-02-07,22:45
869,4144,2023-02-07,22:46
1070,4145,2023-02-07,22:48
340,4146,2023-02-07,22:49
581,4147,2023-02-07,22:50
884,4148,2023-02-07,22:52
583,4149,2023-02-07,22:57
575,4150,2023-02-07,22:57
428,4151,2023-02-07,22:58
1342,4152,2023-02-07,23:16
282,4153,2023-02-07,23:18
589,4154,2023-02-07,23:24
589,4155,2023-02-07,23:24
589,4156,2023-02-07,23:25
1523,4157,2023-02-07,23:36
593,4158,2023-02-07,23:39
1,4159,2023-02-08,00:00
511,4160,2023-02-08,01:04
2,4161,2023-02-08,02:20
422,4162,2023-02-08,02:54
422,4163,2023-02-08,02:54
1202,4164,2023-02-08,03:55
5,4165,2023-02-08,04:06
31,4166,2023-02-08,04:50
11,4167,2023-02-08,04:55
9,4168,2023-02-08,04:58
12,4169,2023-02-08,05:00
14,4170,2023-02-08,05:00
13,4171,2023-02-08,05:00
15,4172,2023-02-08,05:01
1083,4173,2023-02-08,05:04
6,4174,2023-02-08,05:04
108,4175,2023-02-08,05:05
1082,4176,2023-02-08,05:05
7,4177,2023-02-08,05:05
6,4178,2023-02-08,05:05
18,4179,2023-02-08,05:11
422,4180,2023-02-08,05:14
596,4181,2023-02-08,05:19
1524,4182,2023-02-08,05:19
1199,4183,2023-02-08,05:25
25,4184,2023-02-08,05:39
1324,4185,2023-02-08,05:49
27,4186,2023-02-08,05:50
1393,4187,2023-02-08,05:51
30,4188,2023-02-08,05:55
1126,4189,2023-02-08,05:57
109,4190,2023-02-08,06:02
628,4191,2023-02-08,06:05
62,4192,2023-02-08,06:05
116,4193,2023-02-08,06:13
394,4194,2023-02-08,06:13
774,4195,2023-02-08,06:13
1525,4196,2023-02-08,06:14
1275,4197,2023-02-08,06:22
154,4198,2023-02-08,06:23
517,4199,2023-02-08,06:26
606,4200,2023-02-08,06:28
441,4201,2023-02-08,06:29
882,4202,2023-02-08,06:31
1526,4203,2023-02-08,06:34
1217,4204,2023-02-08,06:36
1527,4205,2023-02-08,06:38
1259,4206,2023-02-08,06:38
43,4207,2023-02-08,06:43
1528,4208,2023-02-08,06:47
1528,4209,2023-02-08,06:47
86,4210,2023-02-08,06:52
974,4211,2023-02-08,06:56
891,4212,2023-02-08,06:56
227,4213,2023-02-08,06:56
227,4214,2023-02-08,06:56
87,4215,2023-02-08,06:56
974,4216,2023-02-08,06:58
164,4217,2023-02-08,06:58
891,4218,2023-02-08,06:58
87,4219,2023-02-08,06:58
164,4220,2023-02-08,07:00
99,4221,2023-02-08,07:00
105,4222,2023-02-08,07:02
105,4223,2023-02-08,07:02
99,4224,2023-02-08,07:02
555,4225,2023-02-08,07:02
370,4226,2023-02-08,07:04
507,4227,2023-02-08,07:05
357,4228,2023-02-08,07:06
1126,4229,2023-02-08,07:09
32,4230,2023-02-08,07:11
897,4231,2023-02-08,07:15
898,4232,2023-02-08,07:16
1529,4233,2023-02-08,07:22
947,4234,2023-02-08,07:30
948,4235,2023-02-08,07:30
1530,4236,2023-02-08,07:38
69,4237,2023-02-08,07:40
69,4238,2023-02-08,07:40
70,4239,2023-02-08,07:40
69,4240,2023-02-08,07:44
584,4241,2023-02-08,07:44
1531,4242,2023-02-08,07:46
1531,4243,2023-02-08,07:46
965,4244,2023-02-08,07:47
66,4245,2023-02-08,07:48
1532,4246,2023-02-08,07:48
1300,4247,2023-02-08,07:48
845,4248,2023-02-08,07:50
1207,4249,2023-02-08,07:57
630,4250,2023-02-08,08:01
520,4251,2023-02-08,08:04
522,4252,2023-02-08,08:04
953,4253,2023-02-08,08:04
954,4254,2023-02-08,08:04
1070,4255,2023-02-08,08:04
661,4256,2023-02-08,08:04
961,4257,2023-02-08,08:09
283,4258,2023-02-08,08:09
1533,4259,2023-02-08,08:11
1499,4260,2023-02-08,08:13
1124,4261,2023-02-08,08:14
1464,4262,2023-02-08,08:16
217,4263,2023-02-08,08:16
101,4264,2023-02-08,08:21
951,4265,2023-02-08,08:22
1162,4266,2023-02-08,08:26
396,4267,2023-02-08,08:27
387,4268,2023-02-08,08:28
1534,4269,2023-02-08,08:29
893,4270,2023-02-08,08:30
1166,4271,2023-02-08,08:32
555,4272,2023-02-08,08:35
942,4273,2023-02-08,08:35
555,4274,2023-02-08,08:36
1535,4275,2023-02-08,08:37
36,4276,2023-02-08,08:40
1315,4277,2023-02-08,08:43
62,4278,2023-02-08,08:44
1091,4279,2023-02-08,08:45
8,4280,2023-02-08,08:49
113,4281,2023-02-08,08:55
16,4282,2023-02-08,08:56
1159,4283,2023-02-08,08:56
66,4284,2023-02-08,08:57
301,4285,2023-02-08,08:58
374,4286,2023-02-08,09:00
365,4287,2023-02-08,09:00
1536,4288,2023-02-08,09:05
369,4289,2023-02-08,09:05
166,4290,2023-02-08,09:09
167,4291,2023-02-08,09:09
624,4292,2023-02-08,09:10
205,4293,2023-02-08,09:11
629,4294,2023-02-08,09:13
1263,4295,2023-02-08,09:15
375,4296,2023-02-08,09:15
1537,4297,2023-02-08,09:15
476,4298,2023-02-08,09:15
180,4299,2023-02-08,09:15
1538,4300,2023-02-08,09:16
1539,4301,2023-02-08,09:17
653,4302,2023-02-08,09:22
655,4303,2023-02-08,09:22
656,4304,2023-02-08,09:22
1180,4305,2023-02-08,09:23
1179,4306,2023-02-08,09:23
149,4307,2023-02-08,09:28
962,4308,2023-02-08,09:30
902,4309,2023-02-08,09:30
1360,4310,2023-02-08,09:31
986,4311,2023-02-08,09:32
986,4312,2023-02-08,09:32
521,4313,2023-02-08,09:32
521,4314,2023-02-08,09:32
792,4315,2023-02-08,09:32
525,4316,2023-02-08,09:32
525,4317,2023-02-08,09:32
231,4318,2023-02-08,09:32
732,4319,2023-02-08,09:32
732,4320,2023-02-08,09:32
867,4321,2023-02-08,09:32
1324,4322,2023-02-08,09:34
280,4323,2023-02-08,09:39
1230,4324,2023-02-08,09:40
829,4325,2023-02-08,09:44
1540,4326,2023-02-08,09:45
1294,4327,2023-02-08,09:45
47,4328,2023-02-08,09:46
47,4329,2023-02-08,09:46
1249,4330,2023-02-08,09:47
280,4331,2023-02-08,09:48
792,4332,2023-02-08,09:48
426,4333,2023-02-08,09:48
1541,4334,2023-02-08,09:48
381,4335,2023-02-08,09:48
381,4336,2023-02-08,09:48
818,4337,2023-02-08,09:48
818,4338,2023-02-08,09:48
1472,4339,2023-02-08,09:48
797,4340,2023-02-08,09:50
1542,4341,2023-02-08,09:52
1200,4342,2023-02-08,09:57
860,4343,2023-02-08,10:01
1169,4344,2023-02-08,10:02
468,4345,2023-02-08,10:04
468,4346,2023-02-08,10:04
367,4347,2023-02-08,10:05
227,4348,2023-02-08,10:10
87,4349,2023-02-08,10:10
93,4350,2023-02-08,10:12
47,4351,2023-02-08,10:12
771,4352,2023-02-08,10:13
1436,4353,2023-02-08,10:14
1377,4354,2023-02-08,10:15
334,4355,2023-02-08,10:15
1543,4356,2023-02-08,10:15
1544,4357,2023-02-08,10:15
336,4358,2023-02-08,10:15
1404,4359,2023-02-08,10:20
1449,4360,2023-02-08,10:20
388,4361,2023-02-08,10:20
416,4362,2023-02-08,10:20
417,4363,2023-02-08,10:20
1267,4364,2023-02-08,10:20
969,4365,2023-02-08,10:20
331,4366,2023-02-08,10:20
180,4367,2023-02-08,10:30
1545,4368,2023-02-08,10:30
1546,4369,2023-02-08,10:30
1547,4370,2023-02-08,10:30
509,4371,2023-02-08,10:31
886,4372,2023-02-08,10:33
982,4373,2023-02-08,10:33
691,4374,2023-02-08,10:34
1034,4375,2023-02-08,10:35
1548,4376,2023-02-08,10:36
1549,4377,2023-02-08,10:39
1550,4378,2023-02-08,10:42
25,4379,2023-02-08,10:42
1295,4380,2023-02-08,10:43
170,4381,2023-02-08,10:43
227,4382,2023-02-08,10:44
227,4383,2023-02-08,10:44
87,4384,2023-02-08,10:44
1296,4385,2023-02-08,10:44
1297,4386,2023-02-08,10:44
1299,4387,2023-02-08,10:44
426,4388,2023-02-08,10:48
1493,4389,2023-02-08,10:48
1551,4390,2023-02-08,10:48
493,4391,2023-02-08,10:48
1410,4392,2023-02-08,10:50
87,4393,2023-02-08,10:50
1413,4394,2023-02-08,10:58
556,4395,2023-02-08,11:00
1510,4396,2023-02-08,11:00
1552,4397,2023-02-08,11:02
1323,4398,2023-02-08,11:02
1553,4399,2023-02-08,11:07
515,4400,2023-02-08,11:09
161,4401,2023-02-08,11:13
241,4402,2023-02-08,11:15
1420,4403,2023-02-08,11:15
316,4404,2023-02-08,11:15
319,4405,2023-02-08,11:15
331,4406,2023-02-08,11:15
193,4407,2023-02-08,11:15
1546,4408,2023-02-08,11:15
338,4409,2023-02-08,11:15
962,4410,2023-02-08,11:15
1554,4411,2023-02-08,11:16
1553,4412,2023-02-08,11:18
62,4413,2023-02-08,11:18
1007,4414,2023-02-08,11:19
63,4415,2023-02-08,11:20
63,4416,2023-02-08,11:20
45,4417,2023-02-08,11:20
45,4418,2023-02-08,11:20
61,4419,2023-02-08,11:20
995,4420,2023-02-08,11:20
995,4421,2023-02-08,11:20
225,4422,2023-02-08,11:20
225,4423,2023-02-08,11:20
1500,4424,2023-02-08,11:20
327,4425,2023-02-08,11:20
269,4426,2023-02-08,11:20
503,4427,2023-02-08,11:20
645,4428,2023-02-08,11:20
1555,4429,2023-02-08,11:20
266,4430,2023-02-08,11:20
1556,4431,2023-02-08,11:20
265,4432,2023-02-08,11:20
1557,4433,2023-02-08,11:20
355,4434,2023-02-08,11:20
61,4435,2023-02-08,11:22
894,4436,2023-02-08,11:26
1060,4437,2023-02-08,11:26
1060,4438,2023-02-08,11:26
1300,4439,2023-02-08,11:28
805,4440,2023-02-08,11:30
501,4441,2023-02-08,11:30
329,4442,2023-02-08,11:30
326,4443,2023-02-08,11:30
247,4444,2023-02-08,11:30
902,4445,2023-02-08,11:30
1066,4446,2023-02-08,11:33
1004,4447,2023-02-08,11:35
400,4448,2023-02-08,11:36
1530,4449,2023-02-08,11:36
1122,4450,2023-02-08,11:36
171,4451,2023-02-08,11:36
1131,4452,2023-02-08,11:38
370,4453,2023-02-08,11:45
476,4454,2023-02-08,11:45
1537,4455,2023-02-08,11:45
365,4456,2023-02-08,11:45
516,4457,2023-02-08,11:45
368,4458,2023-02-08,11:45
366,4459,2023-02-08,11:45
952,4460,2023-02-08,11:46
952,4461,2023-02-08,11:46
232,4462,2023-02-08,11:46
232,4463,2023-02-08,11:46
956,4464,2023-02-08,11:46
956,4465,2023-02-08,11:46
1558,4466,2023-02-08,11:48
1035,4467,2023-02-08,11:50
536,4468,2023-02-08,11:56
69,4469,2023-02-08,11:56
70,4470,2023-02-08,11:56
70,4471,2023-02-08,11:56
535,4472,2023-02-08,11:58
69,4473,2023-02-08,12:00
69,4474,2023-02-08,12:00
375,4475,2023-02-08,12:00
1559,4476,2023-02-08,12:01
537,4477,2023-02-08,12:02
511,4478,2023-02-08,12:04
511,4479,2023-02-08,12:04
1368,4480,2023-02-08,12:04
381,4481,2023-02-08,12:04
980,4482,2023-02-08,12:09
1315,4483,2023-02-08,12:13
796,4484,2023-02-08,12:15
797,4485,2023-02-08,12:15
754,4486,2023-02-08,12:18
491,4487,2023-02-08,12:18
491,4488,2023-02-08,12:18
596,4489,2023-02-08,12:22
1560,4490,2023-02-08,12:22
437,4491,2023-02-08,12:22
1561,4492,2023-02-08,12:24
1180,4493,2023-02-08,12:28
1179,4494,2023-02-08,12:28
1180,4495,2023-02-08,12:29
286,4496,2023-02-08,12:29
1562,4497,2023-02-08,12:30
797,4498,2023-02-08,12:30
534,4499,2023-02-08,12:32
534,4500,2023-02-08,12:32
1563,4501,2023-02-08,12:32
1564,4502,2023-02-08,12:34
1565,4503,2023-02-08,12:35
1566,4504,2023-02-08,12:36
388,4505,2023-02-08,12:36
416,4506,2023-02-08,12:36
1274,4507,2023-02-08,12:36
978,4508,2023-02-08,12:36
614,4509,2023-02-08,12:36
1449,4510,2023-02-08,12:36
417,4511,2023-02-08,12:36
1454,4512,2023-02-08,12:36
1460,4513,2023-02-08,12:36
392,4514,2023-02-08,12:36
996,4515,2023-02-08,12:36
1287,4516,2023-02-08,12:36
1398,4517,2023-02-08,12:36
1283,4518,2023-02-08,12:36
1275,4519,2023-02-08,12:36
741,4520,2023-02-08,12:36
1515,4521,2023-02-08,12:36
1002,4522,2023-02-08,12:36
1284,4523,2023-02-08,12:36
1567,4524,2023-02-08,12:36
1567,4525,2023-02-08,12:36
784,4526,2023-02-08,12:36
784,4527,2023-02-08,12:36
1568,4528,2023-02-08,12:36
1568,4529,2023-02-08,12:40
1568,4530,2023-02-08,12:40
634,4531,2023-02-08,12:41
458,4532,2023-02-08,12:46
1569,4533,2023-02-08,12:47
617,4534,2023-02-08,12:48
617,4535,2023-02-08,12:48
1000,4536,2023-02-08,12:50
1455,4537,2023-02-08,12:50
1449,4538,2023-02-08,12:50
141,4539,2023-02-08,12:50
390,4540,2023-02-08,12:50
1548,4541,2023-02-08,12:50
211,4542,2023-02-08,12:50
740,4543,2023-02-08,12:50
1283,4544,2023-02-08,12:50
289,4545,2023-02-08,12:50
668,4546,2023-02-08,12:50
1398,4547,2023-02-08,12:50
391,4548,2023-02-08,12:50
1448,4549,2023-02-08,12:50
359,4550,2023-02-08,12:50
1477,4551,2023-02-08,12:50
1275,4552,2023-02-08,12:50
1426,4553,2023-02-08,12:50
287,4554,2023-02-08,12:50
1478,4555,2023-02-08,12:50
1138,4556,2023-02-08,12:50
1121,4557,2023-02-08,12:54
458,4558,2023-02-08,12:55
1570,4559,2023-02-08,12:59
